역명,요일,구분,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
신대방,Thursday,하차,1296879.0,1346925.0,1318912.0,1380602.0,1443468.0,1448750.0,1484461.0,1541606.0,1530609.0,1541730.0,1424455.5
신대방,Tuesday,하차,1344183.0,1316522.0,1326259.0,1383477.0,1420537.0,1505234.0,1521991.0,1528809.0,1531566.0,1514957.0,1430394.0
신대방,Wednesday,하차,1329074.0,1345755.0,1311067.0,1396608.0,1418415.0,1469787.0,1541201.0,1542287.0,1537714.0,1543589.0,1464550.5
신대방삼거리,Friday,하차,769609.0,779263.0,810658.0,829691.0,862813.0,858908.0,880775.0,868278.0,905089.0,905177.0,817990.5
신대방삼거리,Monday,하차,784762.0,791167.0,800061.0,808723.0,846027.0,877032.0,892026.0,877257.0,869050.0,876012.0,917505.0
신대방삼거리,Saturday,하차,601167.0,588102.0,598834.0,627296.0,617929.0,633765.0,649143.0,627428.0,651860.0,643127.0,594258.0
신대방삼거리,Sunday,하차,436320.0,428873.0,430925.0,442981.0,456005.0,471206.0,482639.0,471310.0,482917.0,493868.0,476883.0
신대방삼거리,Thursday,하차,773277.0,798354.0,798828.0,814637.0,848234.0,846795.0,868716.0,888467.0,886207.0,907616.0,848322.0
신대방삼거리,Tuesday,하차,808805.0,786573.0,807142.0,818979.0,834555.0,894277.0,895673.0,891276.0,893069.0,891852.0,852109.5
신대방삼거리,Wednesday,하차,795052.0,798612.0,792167.0,831529.0,825714.0,861832.0,906311.0,889218.0,888885.0,902371.0,861393.0
신도림,Friday,하차,2673739.0,2908552.0,3111181.0,3373222.0,3674669.0,3708322.0,3850935.0,3721590.0,3690450.0,3520495.0,3018198.0
신도림,Monday,하차,2609590.0,2832144.0,2949111.0,3116759.0,3395893.0,3525775.0,3603695.0,3470986.0,3289560.0,3180396.0,3123523.5
신도림,Saturday,하차,2333268.0,2503395.0,2596148.0,3003272.0,3127485.0,3230545.0,3435892.0,3311571.0,3314720.0,3182354.0,2844876.0
신도림,Sunday,하차,1702453.0,1812630.0,1836340.0,2066092.0,2261513.0,2277823.0,2421365.0,2337740.0,2294059.0,2292123.0,2077761.0
신도림,Thursday,하차,2647407.0,2936532.0,3016279.0,3228885.0,3525799.0,3588108.0,3698492.0,3669166.0,3469477.0,3390746.0,3016995.0
신도림,Tuesday,하차,2708349.0,2814672.0,3004862.0,3210271.0,3412840.0,3664001.0,3698569.0,3558812.0,3416946.0,3267844.0,2971981.5
신도림,Wednesday,하차,2711840.0,2921894.0,2978203.0,3247003.0,3430948.0,3600172.0,3810944.0,3628067.0,3449355.0,3346581.0,3062641.5
신림,Friday,하차,3970489.0,4102693.0,4243139.0,4214698.0,4205198.0,4113958.0,4114850.0,4137077.0,4214042.0,3996993.0,3521214.0
신림,Monday,하차,3818901.0,3917336.0,3952419.0,3881064.0,3903963.0,3933344.0,3844657.0,3912376.0,3824445.0,3687914.0,3764476.5
신림,Saturday,하차,3474414.0,3503558.0,3580093.0,3664590.0,3491937.0,3501298.0,3501177.0,3480259.0,3549343.0,3322484.0,2980044.0
신림,Sunday,하차,2535410.0,2590041.0,2642939.0,2645253.0,2663400.0,2657385.0,2657227.0,2661719.0,2648558.0,2608921.0,2434159.5
신림,Thursday,하차,3908967.0,4108287.0,4091122.0,4037926.0,4039830.0,3978393.0,3968793.0,4111783.0,3997474.0,3895105.0,3563077.5
신림,Tuesday,하차,3997876.0,3950756.0,4039573.0,3986100.0,3923332.0,4044246.0,3955016.0,3984136.0,3923624.0,3767418.0,3525705.0
신림,Wednesday,하차,4000525.0,4072463.0,4015925.0,4047918.0,3949731.0,3992700.0,4103885.0,4039495.0,3969819.0,3850388.0,3631678.5
신사,Friday,하차,1590735.0,1641049.0,1820343.0,1998469.0,2169566.0,2145403.0,2189594.0,2112334.0,2174678.0,2076181.0,1900422.0
신사,Monday,하차,1530410.0,1566065.0,1660398.0,1738596.0,1849425.0,1900938.0,1904619.0,1852702.0,1813431.0,1761378.0,1865562.0
신사,Saturday,하차,1044120.0,1090667.0,1301018.0,1510056.0,1691006.0,1816297.0,1924141.0,1806936.0,1820755.0,1689032.0,1567186.5
신사,Sunday,하차,508538.0,561225.0,680296.0,769365.0,884016.0,968875.0,1052087.0,982826.0,969562.0,949007.0,914472.0
신사,Thursday,하차,1574133.0,1638116.0,1736503.0,1831249.0,1963449.0,1948838.0,1964101.0,1967429.0,1948348.0,1907430.0,1800090.0
신사,Tuesday,하차,1608140.0,1554427.0,1699179.0,1780173.0,1840977.0,1961505.0,1954999.0,1884386.0,1879728.0,1812212.0,1770352.5
신사,Wednesday,하차,1589620.0,1620533.0,1671347.0,1823604.0,1859412.0,1923008.0,1995706.0,1917278.0,1895259.0,1839103.0,1784185.5
신설동,Friday,하차,1239240.0,1264940.0,1295903.0,1284162.0,1283779.0,1204426.0,1234079.0,1202366.0,1207921.0,1184553.0,1128172.5
신설동,Monday,하차,1240613.0,1255706.0,1251082.0,1197747.0,1197119.0,1176888.0,1185302.0,1165258.0,1118771.0,1095901.0,1207588.5
신설동,Saturday,하차,886451.0,878071.0,895888.0,912898.0,866793.0,847748.0,863202.0,829663.0,856553.0,879235.0,868357.5
신설동,Sunday,하차,578528.0,596983.0,630793.0,631475.0,636417.0,635023.0,662359.0,627792.0,635040.0,680657.0,727929.0
신설동,Thursday,하차,1219318.0,1261063.0,1246905.0,1213023.0,1201058.0,1143286.0,1167424.0,1192447.0,1144118.0,1136346.0,1122352.5
신설동,Tuesday,하차,1269193.0,1213512.0,1234886.0,1192084.0,1153422.0,1173417.0,1179955.0,1163137.0,1134062.0,1096450.0,1112589.0
신설동,Wednesday,하차,1242091.0,1262607.0,1220691.0,1218140.0,1156210.0,1146971.0,1199759.0,1183016.0,1134457.0,1122308.0,1131198.0
신용산,Friday,하차,1093526.0,1038518.0,1039092.0,986409.0,979459.0,894165.0,866757.0,856157.0,880570.0,860905.0,877444.5
신용산,Monday,하차,1036826.0,986852.0,963954.0,899188.0,896385.0,851427.0,832078.0,815379.0,798905.0,775706.0,915372.0
신용산,Saturday,하차,871087.0,766512.0,740909.0,712093.0,675311.0,648580.0,641238.0,619476.0,623921.0,612970.0,590923.5
신용산,Sunday,하차,534503.0,476843.0,465240.0,434652.0,437059.0,430990.0,419167.0,406641.0,400991.0,406994.0,435697.5
신용산,Thursday,하차,1048573.0,1015162.0,974864.0,917772.0,912177.0,839299.0,817782.0,842539.0,826963.0,820884.0,870483.0
신용산,Tuesday,하차,1078466.0,962832.0,962158.0,903553.0,868132.0,860498.0,826636.0,814520.0,806636.0,782465.0,852450.0
신용산,Wednesday,하차,1072259.0,1012151.0,949233.0,923676.0,872925.0,834529.0,846225.0,825966.0,816097.0,801028.0,874377.0
신정,Friday,하차,545190.0,544381.0,548941.0,609610.0,670226.0,664209.0,670293.0,668726.0,684681.0,671976.0,593535.0
신정,Monday,하차,552433.0,548858.0,544473.0,591305.0,659631.0,677878.0,678604.0,673511.0,659462.0,651852.0,665634.0
신정,Saturday,하차,440472.0,421614.0,420211.0,477330.0,490226.0,499389.0,501307.0,489861.0,500583.0,486330.0,439434.0
신정,Sunday,하차,311556.0,309319.0,303849.0,337964.0,372076.0,375858.0,379255.0,370462.0,367718.0,372454.0,353598.0
신정,Thursday,하차,549023.0,562566.0,549107.0,612075.0,666485.0,664904.0,670417.0,690987.0,674188.0,676824.0,622942.5
신정,Tuesday,하차,569213.0,551122.0,551679.0,606470.0,656957.0,692256.0,685735.0,681750.0,675244.0,664069.0,623482.5
신정,Wednesday,하차,569347.0,568567.0,546866.0,618250.0,655434.0,675995.0,695228.0,689363.0,678284.0,676912.0,634114.5
신정네거리,Friday,하차,715403.0,713026.0,708663.0,691042.0,679908.0,648736.0,638389.0,625626.0,633216.0,585777.0,510679.5
신정네거리,Monday,하차,714298.0,711268.0,695083.0,660342.0,654589.0,646364.0,627729.0,612646.0,591567.0,553968.0,557887.5
신정네거리,Saturday,하차,604443.0,589574.0,574513.0,577166.0,535039.0,521525.0,515182.0,494908.0,495713.0,447196.0,398517.0
신정네거리,Sunday,하차,450171.0,441418.0,426888.0,416979.0,407756.0,394881.0,387282.0,370477.0,360959.0,335476.0,309316.5
신정네거리,Thursday,하차,712262.0,726364.0,699470.0,678677.0,664526.0,641251.0,624635.0,630990.0,608146.0,576923.0,518521.5
신정네거리,Tuesday,하차,738558.0,709144.0,701756.0,674212.0,653239.0,659470.0,634907.0,620641.0,605438.0,562694.0,519727.5
신정네거리,Wednesday,하차,733404.0,722688.0,690017.0,681060.0,648287.0,643767.0,645302.0,626350.0,609231.0,572098.0,528789.0
신천,Friday,하차,1262589.0,1538919.0,1570190.0,1596192.0,1635694.0,1594828.0,1629213.0,1588711.0,1585273.0,,
신천,Monday,하차,1131974.0,1408575.0,1399256.0,1389101.0,1433368.0,1455987.0,1466934.0,1432127.0,1353638.0,,
신천,Saturday,하차,1085347.0,1229649.0,1236818.0,1288523.0,1267266.0,1279338.0,1344294.0,1287413.0,1301840.0,,
신천,Sunday,하차,649315.0,778931.0,785732.0,809471.0,833073.0,839924.0,886738.0,858252.0,846529.0,,
신천,Thursday,하차,1159368.0,1468714.0,1448722.0,1438509.0,1476042.0,1464684.0,1498351.0,1507840.0,1426902.0,,
신천,Tuesday,하차,1184355.0,1412935.0,1441733.0,1434540.0,1449842.0,1511629.0,1510783.0,1467753.0,1405657.0,,
신천,Wednesday,하차,1184776.0,1455197.0,1414884.0,1446719.0,1440327.0,1474057.0,1547501.0,1479421.0,1410095.0,,
신촌,Friday,하차,3332877.0,3376568.0,3465434.0,3463945.0,3426445.0,3277954.0,3235062.0,3206683.0,3219965.0,3054296.0,2648572.5
신촌,Monday,하차,2958868.0,2992042.0,3010053.0,2996462.0,3005552.0,2945268.0,2871722.0,2832895.0,2756918.0,2660947.0,2667703.5
신촌,Saturday,하차,3342402.0,3264468.0,3275340.0,3344058.0,3133252.0,3065531.0,3057120.0,2928485.0,3023504.0,2842358.0,2510214.0
신촌,Sunday,하차,2083926.0,2035921.0,2064802.0,2060212.0,2043388.0,1991575.0,2039550.0,1942473.0,1964163.0,1941560.0,1813846.5
신촌,Thursday,하차,3057462.0,3144318.0,3130322.0,3101316.0,3103548.0,3018410.0,3005674.0,2986194.0,2901945.0,2820789.0,2557554.0
신촌,Tuesday,하차,3105670.0,3004239.0,3101008.0,3070357.0,3011161.0,3069377.0,2941087.0,2872686.0,2828547.0,2709455.0,2511451.5
신촌,Wednesday,하차,3107310.0,3118092.0,3062001.0,3111832.0,3027116.0,3032448.0,3024877.0,2910395.0,2850800.0,2744713.0,2583357.0
신풍,Friday,하차,676492.0,690251.0,719763.0,719459.0,680469.0,665509.0,668674.0,644887.0,639810.0,615583.0,557143.5
신풍,Monday,하차,681959.0,693781.0,707069.0,695235.0,664721.0,664411.0,661045.0,636436.0,607449.0,588038.0,617370.0
신풍,Saturday,하차,626714.0,614315.0,631353.0,644128.0,569909.0,567639.0,569854.0,542124.0,523363.0,496298.0,453661.5
신풍,Sunday,하차,479117.0,476609.0,500611.0,532719.0,483020.0,477745.0,484366.0,460665.0,438899.0,422860.0,406273.5
신풍,Thursday,하차,680528.0,704445.0,710145.0,706391.0,663759.0,652372.0,656966.0,655478.0,617820.0,611988.0,572670.0
신풍,Tuesday,하차,705939.0,692315.0,716615.0,710931.0,655425.0,686561.0,665510.0,641208.0,616085.0,595913.0,575058.0
신풍,Wednesday,하차,700333.0,705756.0,704839.0,719197.0,655212.0,668201.0,683378.0,654452.0,629281.0,615427.0,594625.5
쌍문,Friday,하차,1617405.0,1635380.0,1691403.0,1728252.0,1763579.0,1727228.0,1715511.0,1674684.0,1724322.0,1707300.0,1496905.5
쌍문,Monday,하차,1622191.0,1643350.0,1660011.0,1662688.0,1717546.0,1737725.0,1711966.0,1665583.0,1654413.0,1650719.0,1669150.5
쌍문,Saturday,하차,1335690.0,1312724.0,1335720.0,1394190.0,1334422.0,1328714.0,1328846.0,1264489.0,1319397.0,1289468.0,1153492.5
쌍문,Sunday,하차,992014.0,975086.0,986598.0,1000770.0,1003362.0,998983.0,997885.0,960231.0,961620.0,979007.0,926118.0
쌍문,Thursday,하차,1651516.0,1693102.0,1695120.0,1724753.0,1761493.0,1734540.0,1721330.0,1729223.0,1712925.0,1729119.0,1556206.5
쌍문,Tuesday,하차,1698704.0,1659107.0,1693913.0,1716836.0,1724960.0,1794942.0,1752485.0,1694991.0,1697930.0,1682290.0,1563778.5
쌍문,Wednesday,하차,1682810.0,1685958.0,1674643.0,1728701.0,1709783.0,1736516.0,1768715.0,1710476.0,1692375.0,1713490.0,1587850.5
아차산,Friday,하차,717094.0,712731.0,803106.0,817814.0,838474.0,820502.0,827515.0,795759.0,820929.0,811008.0,707332.5
아차산,Monday,하차,706466.0,688450.0,751757.0,766482.0,801987.0,803201.0,804830.0,776687.0,764787.0,772054.0,785461.5
아차산,Saturday,하차,715651.0,685573.0,759771.0,798094.0,765493.0,744187.0,747534.0,701839.0,707855.0,694030.0,634800.0
아차산,Sunday,하차,546869.0,534809.0,597417.0,605890.0,624457.0,606488.0,613824.0,566230.0,548806.0,570387.0,530134.5
아차산,Thursday,하차,701796.0,726638.0,783331.0,804761.0,823092.0,807977.0,809889.0,810912.0,804782.0,801847.0,729756.0
아차산,Tuesday,하차,723787.0,724090.0,778897.0,796437.0,809867.0,832841.0,830571.0,803201.0,786680.0,783637.0,745366.5
아차산,Wednesday,하차,719582.0,718506.0,792464.0,802537.0,815966.0,823184.0,852394.0,801575.0,796158.0,801921.0,752500.5
아현,Friday,하차,676297.0,638495.0,600303.0,515234.0,481480.0,457892.0,485122.0,530619.0,573082.0,577805.0,524494.5
아현,Monday,하차,668860.0,631890.0,578729.0,489381.0,455055.0,454625.0,473645.0,516232.0,539418.0,540499.0,567256.5
아현,Saturday,하차,562646.0,505979.0,470285.0,409042.0,341091.0,335593.0,355240.0,390730.0,436522.0,433961.0,399253.5
아현,Sunday,하차,400482.0,359377.0,339178.0,284845.0,256314.0,244785.0,255667.0,284186.0,303267.0,323331.0,322314.0
아현,Thursday,하차,681352.0,656793.0,597539.0,524531.0,489268.0,467649.0,487510.0,548511.0,566831.0,580802.0,543432.0
아현,Tuesday,하차,702907.0,639449.0,599228.0,508137.0,464506.0,477334.0,494139.0,535891.0,564920.0,563964.0,543318.0
아현,Wednesday,하차,700820.0,658707.0,591996.0,515829.0,462122.0,464212.0,500139.0,543918.0,565367.0,573802.0,549361.5
안국,Friday,하차,1497853.0,1563935.0,1625752.0,1654708.0,1727617.0,1702465.0,1803823.0,1713976.0,1713822.0,1653090.0,1393927.5
안국,Monday,하차,1469145.0,1519250.0,1534111.0,1536939.0,1616506.0,1583253.0,1646084.0,1566982.0,1501482.0,1465036.0,1459666.5
안국,Saturday,하차,1175268.0,1202290.0,1307957.0,1420535.0,1402152.0,1440503.0,1602152.0,1459684.0,1548762.0,1404054.0,1200031.5
안국,Sunday,하차,757163.0,777759.0,875420.0,922245.0,971272.0,987759.0,1091648.0,997720.0,973626.0,890838.0,771429.0
안국,Thursday,하차,1494445.0,1581424.0,1589119.0,1613699.0,1678532.0,1644928.0,1705322.0,1670941.0,1644176.0,1601516.0,1408846.5
안국,Tuesday,하차,1542134.0,1535908.0,1579988.0,1607705.0,1618022.0,1654299.0,1740815.0,1636499.0,1594419.0,1524775.0,1416369.0
안국,Wednesday,하차,1544585.0,1594755.0,1572396.0,1618806.0,1633765.0,1652626.0,1760008.0,1664251.0,1636146.0,1609189.0,1431850.5
안암,Friday,하차,781877.0,784481.0,826816.0,829532.0,848817.0,822557.0,823123.0,797869.0,810194.0,805928.0,697548.0
안암,Monday,하차,795398.0,820472.0,839580.0,818724.0,855100.0,862073.0,843217.0,834408.0,824042.0,816870.0,803079.0
안암,Saturday,하차,568952.0,576056.0,610012.0,602350.0,596781.0,582115.0,595286.0,583377.0,584292.0,551448.0,487405.5
안암,Sunday,하차,397584.0,390173.0,423736.0,435566.0,436084.0,431915.0,445955.0,427768.0,420210.0,419401.0,390663.0
안암,Thursday,하차,790590.0,822722.0,852827.0,830091.0,850655.0,822943.0,831175.0,840973.0,833649.0,834988.0,740185.5
안암,Tuesday,하차,819908.0,810748.0,858984.0,830251.0,832395.0,861415.0,858195.0,833385.0,836123.0,826129.0,739246.5
안암,Wednesday,하차,795288.0,826833.0,826171.0,843729.0,828738.0,824950.0,853434.0,839858.0,819376.0,829094.0,745425.0
암사,Friday,하차,813097.0,836937.0,878114.0,894401.0,921672.0,902782.0,906029.0,892173.0,913865.0,926033.0,840021.0
암사,Monday,하차,823155.0,849011.0,866128.0,873149.0,905442.0,923302.0,923457.0,895179.0,879106.0,899301.0,938397.0
암사,Saturday,하차,659304.0,642810.0,659959.0,688018.0,677553.0,677128.0,686282.0,656018.0,676330.0,671086.0,622009.5
암사,Sunday,하차,475019.0,467537.0,476731.0,487630.0,505129.0,505501.0,513655.0,489111.0,486592.0,507461.0,490176.0
암사,Thursday,하차,819387.0,852013.0,864623.0,885492.0,912963.0,904504.0,907981.0,913240.0,899001.0,934074.0,878908.5
암사,Tuesday,하차,849998.0,845513.0,873989.0,886294.0,898379.0,944953.0,927492.0,907990.0,901883.0,913452.0,876636.0
암사,Wednesday,하차,843053.0,865085.0,866740.0,907569.0,897194.0,918034.0,948069.0,915598.0,899090.0,927258.0,889359.0
압구정,Friday,하차,2745908.0,2790507.0,2952686.0,2997909.0,2977608.0,2624430.0,2544174.0,2400536.0,2385186.0,2248566.0,1963249.5
압구정,Monday,하차,2554534.0,2587162.0,2661244.0,2652793.0,2639037.0,2465760.0,2367942.0,2234636.0,2106586.0,2023918.0,2023780.5
압구정,Saturday,하차,2252513.0,2238362.0,2359107.0,2446910.0,2332078.0,2140991.0,2085320.0,1905020.0,1906941.0,1765022.0,1542678.0
압구정,Sunday,하차,1217811.0,1206708.0,1261333.0,1272117.0,1259238.0,1149259.0,1130255.0,1047934.0,1028521.0,970061.0,918879.0
압구정,Thursday,하차,2615662.0,2711948.0,2756202.0,2748285.0,2741627.0,2460709.0,2395130.0,2344997.0,2234842.0,2152310.0,1939680.0
압구정,Tuesday,하차,2704991.0,2606314.0,2753636.0,2742270.0,2644437.0,2567392.0,2450997.0,2325679.0,2236414.0,2124244.0,1954005.0
압구정,Wednesday,하차,2701118.0,2708862.0,2698591.0,2785913.0,2656608.0,2478540.0,2469585.0,2325502.0,2215194.0,2120998.0,1961379.0
애오개,Friday,하차,331927.0,285378.0,306177.0,305077.0,317114.0,318089.0,338669.0,392727.0,424674.0,435661.0,390117.0
애오개,Monday,하차,330364.0,284694.0,298173.0,288333.0,304048.0,320724.0,337468.0,393611.0,400298.0,413716.0,427564.5
애오개,Saturday,하차,210776.0,164232.0,167710.0,173374.0,165451.0,176063.0,190431.0,226063.0,249322.0,251995.0,221673.0
애오개,Sunday,하차,154797.0,120631.0,120326.0,123906.0,123004.0,123120.0,136052.0,168915.0,176598.0,188342.0,181315.5
애오개,Thursday,하차,341272.0,300681.0,310314.0,304896.0,317910.0,324120.0,340964.0,413831.0,423357.0,445284.0,410818.5
애오개,Tuesday,하차,346138.0,288510.0,309653.0,299180.0,307075.0,334080.0,351625.0,405316.0,419687.0,428625.0,407521.5
애오개,Wednesday,하차,341299.0,297702.0,304058.0,307841.0,303356.0,324212.0,350918.0,410868.0,419042.0,439029.0,412930.5
약수,Friday,하차,971203.0,995605.0,1030072.0,1044647.0,1077148.0,1050012.0,1048973.0,1036029.0,1065908.0,1037046.0,924028.5
약수,Monday,하차,968228.0,995412.0,1007123.0,989717.0,1025271.0,1047724.0,1029844.0,1019322.0,996601.0,977570.0,994539.0
약수,Saturday,하차,755493.0,738781.0,762678.0,776080.0,745298.0,745397.0,752180.0,732084.0,755750.0,721687.0,650026.5
약수,Sunday,하차,517724.0,506541.0,516201.0,513217.0,527645.0,531767.0,541020.0,528530.0,528771.0,535349.0,511725.0
약수,Thursday,하차,970605.0,1024823.0,1032160.0,1020918.0,1047685.0,1029702.0,1026694.0,1050254.0,1030942.0,1025402.0,938068.5
약수,Tuesday,하차,1006352.0,988831.0,1026176.0,1017132.0,1024415.0,1076934.0,1050911.0,1043224.0,1033341.0,1002028.0,941689.5
약수,Wednesday,하차,998516.0,1012564.0,1001909.0,1031695.0,1020468.0,1043291.0,1065126.0,1053310.0,1030142.0,1010705.0,944629.5
양재,Friday,하차,2773705.0,2795144.0,2976902.0,2999887.0,2864230.0,2798395.0,2797261.0,2716178.0,2743211.0,2628752.0,2354397.0
양재,Monday,하차,2691950.0,2723449.0,2850227.0,2777783.0,2676780.0,2786539.0,2748215.0,2672750.0,2536080.0,2461980.0,2492374.5
양재,Saturday,하차,2045653.0,2046527.0,2043527.0,2031403.0,1777534.0,1770560.0,1772689.0,1671935.0,1684292.0,1630717.0,1447794.0
양재,Sunday,하차,1257105.0,1254068.0,1281035.0,1260722.0,1154837.0,1158447.0,1170283.0,1114149.0,1077631.0,1070557.0,1024881.0
양재,Thursday,하차,2738387.0,2823741.0,2930010.0,2900729.0,2778253.0,2744499.0,2748344.0,2773421.0,2676274.0,2648387.0,2407284.0
양재,Tuesday,하차,2821001.0,2705797.0,2920602.0,2846899.0,2653239.0,2846818.0,2798876.0,2717171.0,2630389.0,2509460.0,2352148.5
양재,Wednesday,하차,2763728.0,2799110.0,2839252.0,2912065.0,2637176.0,2736345.0,2805190.0,2736739.0,2620425.0,2576074.0,2367184.5
양천구청,Friday,하차,487760.0,495712.0,502886.0,496420.0,496152.0,473974.0,457505.0,445451.0,451004.0,428109.0,377334.0
양천구청,Monday,하차,491955.0,500961.0,497313.0,475583.0,475236.0,481496.0,461033.0,447444.0,432214.0,410534.0,414501.0
양천구청,Saturday,하차,371152.0,360349.0,365715.0,368703.0,349438.0,343304.0,331353.0,313927.0,315135.0,298641.0,260617.5
양천구청,Sunday,하차,266142.0,269213.0,265045.0,262479.0,260837.0,256480.0,252230.0,239023.0,228992.0,221853.0,205194.0
양천구청,Thursday,하차,492794.0,507736.0,500508.0,489552.0,488903.0,471906.0,456613.0,457533.0,444464.0,428943.0,386836.5
양천구청,Tuesday,하차,510796.0,496932.0,504068.0,486212.0,479091.0,497006.0,474392.0,459880.0,446039.0,421754.0,391272.0
양천구청,Wednesday,하차,509603.0,515985.0,499978.0,500217.0,476068.0,477579.0,471322.0,455884.0,442334.0,423575.0,391534.5
어린이대공원,Friday,하차,841764.0,867486.0,882645.0,928257.0,966825.0,949723.0,976468.0,965830.0,944061.0,919869.0,772818.0
어린이대공원,Monday,하차,862218.0,863484.0,844786.0,886463.0,930498.0,938485.0,967808.0,939444.0,910572.0,889936.0,856192.5
어린이대공원,Saturday,하차,771557.0,743618.0,757308.0,825051.0,847108.0,855954.0,870246.0,833111.0,821651.0,809939.0,739831.5
어린이대공원,Sunday,하차,580579.0,584522.0,587947.0,601217.0,618970.0,641052.0,639161.0,603683.0,578047.0,594301.0,537630.0
어린이대공원,Thursday,하차,864458.0,888072.0,884744.0,953556.0,956366.0,957203.0,983079.0,969886.0,964078.0,945601.0,808087.5
어린이대공원,Tuesday,하차,888270.0,926248.0,890172.0,921935.0,956624.0,984650.0,993723.0,969849.0,944275.0,906449.0,830304.0
어린이대공원,Wednesday,하차,878594.0,901183.0,914688.0,940956.0,937060.0,967694.0,998571.0,957669.0,936595.0,923442.0,826329.0
여의나루,Friday,하차,719698.0,673388.0,636799.0,560534.0,622929.0,623940.0,634958.0,651696.0,764534.0,743402.0,680502.0
여의나루,Monday,하차,684485.0,614768.0,553483.0,507415.0,548357.0,542202.0,548519.0,531308.0,564616.0,548294.0,604470.0
여의나루,Saturday,하차,639213.0,506002.0,594680.0,685570.0,655563.0,731117.0,752918.0,790600.0,973220.0,973775.0,867160.5
여의나루,Sunday,하차,486564.0,444709.0,451744.0,500753.0,486026.0,506336.0,534453.0,528260.0,573842.0,596986.0,534162.0
여의나루,Thursday,하차,685213.0,649001.0,576002.0,557808.0,565376.0,579954.0,540735.0,551498.0,584181.0,574434.0,501351.0
여의나루,Tuesday,하차,733032.0,644487.0,582995.0,538380.0,556875.0,545426.0,571089.0,534650.0,554341.0,545814.0,533976.0
여의나루,Wednesday,하차,708030.0,678400.0,574406.0,549322.0,563201.0,574104.0,580076.0,528546.0,583927.0,573826.0,557884.5
여의도,Friday,하차,1857207.0,1725240.0,1441072.0,1409479.0,1511977.0,1500392.0,1506882.0,2592303.0,2802478.0,2769392.0,2481405.0
여의도,Monday,하차,1878557.0,1693977.0,1404250.0,1337342.0,1432470.0,1501954.0,1501792.0,2590561.0,2617754.0,2592749.0,2677470.0
여의도,Saturday,하차,952773.0,786178.0,685807.0,694972.0,756122.0,843577.0,838597.0,1295964.0,1386341.0,1306701.0,1113036.0
여의도,Sunday,하차,545598.0,443092.0,377294.0,395204.0,427173.0,502104.0,511118.0,822579.0,849085.0,834721.0,757735.5
여의도,Thursday,하차,1876395.0,1741250.0,1439336.0,1405595.0,1479631.0,1473128.0,1480399.0,2698303.0,2761916.0,2788685.0,2548642.5
여의도,Tuesday,하차,2002344.0,1741262.0,1464302.0,1387185.0,1435363.0,1537415.0,1533424.0,2630883.0,2721898.0,2670302.0,2507343.0
여의도,Wednesday,하차,1932072.0,1783605.0,1409237.0,1438129.0,1400991.0,1479755.0,1545113.0,2682667.0,2724572.0,2741522.0,2553516.0
역삼,Friday,하차,3458924.0,3351945.0,3428677.0,3541886.0,3554116.0,3326411.0,3246120.0,3177585.0,3234311.0,3199537.0,2922798.0
역삼,Monday,하차,3440737.0,3375666.0,3347210.0,3318713.0,3371405.0,3421605.0,3309468.0,3258349.0,3091429.0,3066363.0,3233808.0
역삼,Saturday,하차,1487584.0,1434310.0,1440380.0,1496576.0,1424525.0,1398170.0,1443017.0,1370114.0,1360580.0,1320983.0,1202152.5
역삼,Sunday,하차,750697.0,740523.0,740649.0,764663.0,772055.0,764601.0,796643.0,750717.0,753341.0,763927.0,756519.0
역삼,Thursday,하차,3475053.0,3451262.0,3445560.0,3458431.0,3502383.0,3314698.0,3233096.0,3347941.0,3229872.0,3281763.0,3083713.5
역삼,Tuesday,하차,3619790.0,3321818.0,3430201.0,3396395.0,3338961.0,3475789.0,3344673.0,3296858.0,3211249.0,3143878.0,3019570.5
역삼,Wednesday,하차,3595542.0,3480438.0,3348874.0,3519926.0,3310614.0,3339036.0,3374995.0,3365321.0,3202659.0,3233996.0,3055509.0
역촌,Friday,하차,204645.0,208559.0,215034.0,221613.0,236349.0,237739.0,242483.0,249869.0,268063.0,263609.0,233484.0
역촌,Monday,하차,204657.0,209130.0,213213.0,214923.0,231955.0,239144.0,243898.0,247914.0,254952.0,252340.0,260314.5
역촌,Saturday,하차,166395.0,164478.0,165195.0,175844.0,176347.0,178338.0,183741.0,188034.0,199935.0,196908.0,174957.0
역촌,Sunday,하차,124150.0,126122.0,128944.0,131311.0,138242.0,138925.0,142218.0,143518.0,150401.0,154641.0,148818.0
역촌,Thursday,하차,205100.0,212642.0,214424.0,218721.0,234643.0,235265.0,240270.0,253204.0,259703.0,263889.0,242310.0
역촌,Tuesday,하차,210516.0,209197.0,217306.0,218553.0,230993.0,245371.0,246708.0,250693.0,258965.0,258469.0,244249.5
역촌,Wednesday,하차,210383.0,213637.0,211848.0,221154.0,229395.0,237289.0,248845.0,252719.0,258870.0,260325.0,245418.0
연신내,Friday,하차,1879131.0,1943702.0,2040114.0,2118032.0,2229804.0,2208008.0,2249520.0,2273322.0,2364897.0,2340386.0,2057647.5
연신내,Monday,하차,1848526.0,1910659.0,1963472.0,2007326.0,2123975.0,2160519.0,2177303.0,2186520.0,2182695.0,2190925.0,2229934.5
연신내,Saturday,하차,1669473.0,1658390.0,1725841.0,1823197.0,1816931.0,1828994.0,1876670.0,1842818.0,1942571.0,1913013.0,1716019.5
