,기간,자치구,동,세대,계_계,계_남,계_여,한국인_계,한국인_남,한국인_여,외국인_계,외국인_남,외국인_여,세대당인구,65세이상고령자
1824,2012,종로구,창신2동,"4,937","11,984","6,034","5,950","11,068","5,632","5,436",916,402,514,2.24,"1,468"
1825,2012,종로구,창신3동,"3,087","8,502","4,240","4,262","8,395","4,194","4,201",107,46,61,2.72,987
1826,2012,종로구,숭인1동,"3,256","7,692","3,868","3,824","7,299","3,688","3,611",393,180,213,2.24,920
1827,2012,종로구,숭인2동,"4,817","9,560","5,002","4,558","9,200","4,840","4,360",360,162,198,1.91,"1,410"
1828,2012,종로구,청운효자동,"6,023","15,219","7,320","7,899","15,089","7,263","7,826",130,57,73,2.51,"2,079"
1829,2012,종로구,혜화동,"9,246","19,863","9,723","10,140","18,173","9,031","9,142","1,690",692,998,1.97,"2,335"
1830,2012,중구,소계,"61,546","140,807","70,762","70,045","133,360","67,043","66,317","7,447","3,719","3,728",2.17,"18,875"
1831,2012,중구,소공동,700,"1,764",983,781,"1,357",707,650,407,276,131,1.94,169
1832,2012,중구,회현동,"3,587","6,581","3,604","2,977","5,892","3,228","2,664",689,376,313,1.64,"1,213"
1833,2012,중구,명동,"1,657","4,113","2,005","2,108","3,392","1,515","1,877",721,490,231,2.05,630
1834,2012,중구,필동,"2,431","4,989","2,672","2,317","4,573","2,474","2,099",416,198,218,1.88,726
1835,2012,중구,장충동,"2,975","6,189","3,114","3,075","5,583","2,858","2,725",606,256,350,1.88,735
1836,2012,중구,광희동,"3,073","6,460","3,388","3,072","5,603","2,996","2,607",857,392,465,1.82,949
1837,2012,중구,을지로동,"1,374","2,074","1,293",781,"1,978","1,250",728,96,43,53,1.44,415
1838,2012,중구,신당1동,"3,996","9,325","4,751","4,574","7,857","4,045","3,812","1,468",706,762,1.97,"1,102"
1839,2012,중구,신당2동,"7,221","16,749","8,239","8,510","16,403","8,102","8,301",346,137,209,2.27,"2,132"
1840,2012,중구,신당3동,"8,033","19,638","9,436","10,202","19,421","9,336","10,085",217,100,117,2.42,"2,773"
1841,2012,중구,신당4동,"6,501","16,020","7,734","8,286","15,853","7,664","8,189",167,70,97,2.44,"2,120"
1842,2012,중구,신당5동,"4,650","10,693","5,371","5,322","10,435","5,258","5,177",258,113,145,2.24,"1,347"
1843,2012,중구,신당6동,"4,410","12,053","5,894","6,159","11,913","5,822","6,091",140,72,68,2.7,"1,384"
1844,2012,중구,황학동,"5,775","13,090","6,633","6,457","12,323","6,281","6,042",767,352,415,2.13,"1,549"
1845,2012,중구,중림동,"5,163","11,069","5,645","5,424","10,777","5,507","5,270",292,138,154,2.09,"1,631"
1846,2012,용산구,소계,"110,706","255,294","124,708","130,586","243,232","118,461","124,771","12,062","6,247","5,815",2.2,"33,027"
1847,2012,용산구,후암동,"8,991","20,413","10,190","10,223","19,923","9,960","9,963",490,230,260,2.22,"2,602"
1848,2012,용산구,용산2가동,"5,986","13,810","6,782","7,028","12,783","6,192","6,591","1,027",590,437,2.14,"1,812"
1849,2012,용산구,남영동,"5,184","8,213","4,915","3,298","7,801","4,731","3,070",412,184,228,1.5,"1,246"
1850,2012,용산구,원효로2동,"6,005","15,928","7,591","8,337","15,737","7,514","8,223",191,77,114,2.62,"1,960"
1851,2012,용산구,효창동,"4,415","11,449","5,587","5,862","11,297","5,519","5,778",152,68,84,2.56,"1,440"
1852,2012,용산구,용문동,"5,101","13,126","6,454","6,672","12,982","6,389","6,593",144,65,79,2.54,"1,617"
1853,2012,용산구,이촌1동,"9,852","28,405","13,388","15,017","26,984","12,595","14,389","1,421",793,628,2.74,"3,410"
1854,2012,용산구,이촌2동,"4,319","10,367","4,991","5,376","10,316","4,972","5,344",51,19,32,2.39,"1,539"
1855,2012,용산구,이태원1동,"4,434","9,981","4,771","5,210","8,417","3,863","4,554","1,564",908,656,1.9,"1,445"
1856,2012,용산구,이태원2동,"5,391","11,878","5,597","6,281","11,014","5,112","5,902",864,485,379,2.04,"1,844"
1857,2012,용산구,서빙고동,"5,532","14,456","7,001","7,455","14,080","6,835","7,245",376,166,210,2.55,"1,914"
1858,2012,용산구,보광동,"8,565","18,361","8,961","9,400","17,473","8,487","8,986",888,474,414,2.04,"2,379"
1859,2012,용산구,청파동,"11,443","23,948","11,428","12,520","23,031","11,094","11,937",917,334,583,2.01,"2,800"
1860,2012,용산구,원효로1동,"5,601","12,838","6,382","6,456","12,569","6,259","6,310",269,123,146,2.24,"1,437"
1861,2012,용산구,한강로동,"7,852","16,548","8,277","8,271","15,436","7,719","7,717","1,112",558,554,1.97,"2,447"
1862,2012,용산구,한남동,"12,035","25,573","12,393","13,180","23,389","11,220","12,169","2,184","1,173","1,011",1.94,"3,135"
1863,2012,성동구,소계,"125,848","306,868","153,272","153,596","299,604","149,832","149,772","7,264","3,440","3,824",2.38,"34,180"
1864,2012,성동구,왕십리2동,"6,974","17,423","8,589","8,834","17,153","8,480","8,673",270,109,161,2.46,"1,935"
1865,2012,성동구,마장동,"10,306","25,783","12,868","12,915","25,235","12,620","12,615",548,248,300,2.45,"2,908"
1866,2012,성동구,사근동,"5,877","11,699","6,145","5,554","10,535","5,595","4,940","1,164",550,614,1.79,"1,283"
1867,2012,성동구,행당1동,"7,593","18,129","8,923","9,206","17,667","8,724","8,943",462,199,263,2.33,"2,141"
1868,2012,성동구,행당2동,"9,629","27,031","12,930","14,101","26,943","12,895","14,048",88,35,53,2.8,"2,792"
1869,2012,성동구,응봉동,"6,477","17,579","8,497","9,082","17,520","8,475","9,045",59,22,37,2.7,"2,024"
1870,2012,성동구,금호1가동,"6,259","16,087","7,847","8,240","15,973","7,803","8,170",114,44,70,2.55,"1,982"
1871,2012,성동구,금호4가동,"6,174","15,016","7,367","7,649","14,844","7,278","7,566",172,89,83,2.4,"1,650"
1872,2012,성동구,성수1가1동,"7,359","18,588","9,523","9,065","18,108","9,268","8,840",480,255,225,2.46,"1,703"
1873,2012,성동구,성수1가2동,"8,157","18,906","9,533","9,373","18,523","9,352","9,171",383,181,202,2.27,"1,786"
1874,2012,성동구,성수2가1동,"9,094","21,430","11,182","10,248","20,588","10,782","9,806",842,400,442,2.26,"2,145"
1875,2012,성동구,성수2가3동,"5,407","12,440","6,503","5,937","12,054","6,262","5,792",386,241,145,2.23,"1,375"
1876,2012,성동구,송정동,"5,593","12,721","6,672","6,049","12,150","6,409","5,741",571,263,308,2.17,"1,282"
1877,2012,성동구,용답동,"7,670","17,551","9,212","8,339","16,618","8,784","7,834",933,428,505,2.17,"2,019"
1878,2012,성동구,왕십리도선동,"5,815","13,150","6,528","6,622","12,848","6,391","6,457",302,137,165,2.21,"1,821"
1879,2012,성동구,금호2.3가동,"9,360","23,248","11,258","11,990","23,026","11,153","11,873",222,105,117,2.46,"2,865"
1880,2012,성동구,옥수동,"8,104","20,081","9,693","10,388","19,819","9,561","10,258",262,132,130,2.45,"2,469"
1881,2012,성동구,기타,-,6,2,4,-,-,-,6,2,4,-,-
1882,2012,광진구,소계,"158,534","384,269","189,367","194,902","371,313","183,528","187,785","12,956","5,839","7,117",2.34,"35,759"
1883,2012,광진구,화양동,"13,032","23,990","11,681","12,309","21,127","10,440","10,687","2,863","1,241","1,622",1.62,"1,928"
1884,2012,광진구,군자동,"10,203","22,227","11,158","11,069","21,347","10,733","10,614",880,425,455,2.09,"2,240"
1885,2012,광진구,중곡1동,"7,644","17,244","8,544","8,700","16,698","8,319","8,379",546,225,321,2.18,"1,797"
1886,2012,광진구,중곡2동,"9,704","23,234","11,379","11,855","23,029","11,299","11,730",205,80,125,2.37,"2,163"
1887,2012,광진구,중곡3동,"8,213","19,106","9,616","9,490","18,918","9,539","9,379",188,77,111,2.3,"1,925"
1888,2012,광진구,중곡4동,"12,691","32,281","16,047","16,234","32,113","15,991","16,122",168,56,112,2.53,"3,274"
1889,2012,광진구,능동,"5,556","11,328","5,386","5,942","11,069","5,273","5,796",259,113,146,1.99,"1,185"
1890,2012,광진구,구의1동,"10,834","23,547","11,362","12,185","22,703","10,991","11,712",844,371,473,2.1,"2,256"
1891,2012,광진구,구의2동,"10,922","27,744","13,705","14,039","27,394","13,583","13,811",350,122,228,2.51,"2,903"
1892,2012,광진구,구의3동,"11,478","30,036","14,606","15,430","29,768","14,483","15,285",268,123,145,2.59,"2,623"
1893,2012,광진구,광장동,"11,946","37,100","18,115","18,985","36,884","18,010","18,874",216,105,111,3.09,"2,747"
1894,2012,광진구,자양1동,"11,099","26,164","12,876","13,288","24,123","11,925","12,198","2,041",951,"1,090",2.17,"2,516"
1895,2012,광진구,자양2동,"11,380","29,114","14,533","14,581","28,817","14,391","14,426",297,142,155,2.53,"2,644"
1896,2012,광진구,자양3동,"11,594","32,296","15,755","16,541","31,914","15,583","16,331",382,172,210,2.75,"2,622"
1897,2012,광진구,자양4동,"12,238","28,858","14,604","14,254","25,409","12,968","12,441","3,449","1,636","1,813",2.08,"2,936"
1898,2012,동대문구,소계,"157,650","375,683","187,851","187,832","363,258","182,661","180,597","12,425","5,190","7,235",2.3,"46,795"
1899,2012,동대문구,회기동,"5,780","12,664","5,977","6,687","11,155","5,415","5,740","1,509",562,947,1.93,"1,315"
1900,2012,동대문구,휘경1동,"8,108","17,724","8,760","8,964","16,601","8,297","8,304","1,123",463,660,2.05,"2,140"
1901,2012,동대문구,휘경2동,"10,571","26,392","13,031","13,361","26,014","12,872","13,142",378,159,219,2.46,"2,749"
1902,2012,동대문구,청량리동,"10,920","25,438","12,772","12,666","24,489","12,296","12,193",949,476,473,2.24,"4,315"
1903,2012,동대문구,용신동,"15,782","33,602","17,355","16,247","32,189","16,712","15,477","1,413",643,770,2.04,"4,756"
1904,2012,동대문구,제기동,"13,083","29,474","14,894","14,580","27,883","14,242","13,641","1,591",652,939,2.13,"4,289"
1905,2012,동대문구,전농1동,"12,670","27,251","13,975","13,276","26,762","13,780","12,982",489,195,294,2.11,"4,115"
1906,2012,동대문구,전농2동,"7,780","21,753","10,580","11,173","21,465","10,491","10,974",288,89,199,2.76,"2,680"
1907,2012,동대문구,답십리1동,"8,661","20,582","10,309","10,273","20,146","10,119","10,027",436,190,246,2.33,"2,659"
1908,2012,동대문구,답십리2동,"12,226","32,184","15,976","16,208","31,910","15,852","16,058",274,124,150,2.61,"3,925"
1909,2012,동대문구,장안1동,"14,973","38,129","19,130","18,999","37,317","18,792","18,525",812,338,474,2.49,"3,957"
1910,2012,동대문구,장안2동,"12,889","33,047","16,705","16,342","32,791","16,611","16,180",256,94,162,2.54,"3,391"
1911,2012,동대문구,이문1동,"15,419","33,770","16,665","17,105","31,324","15,661","15,663","2,446","1,004","1,442",2.03,"3,870"
1912,2012,동대문구,이문2동,"8,788","23,673","11,722","11,951","23,212","11,521","11,691",461,201,260,2.64,"2,634"
1913,2012,중랑구,소계,"174,313","423,655","211,708","211,947","419,295","210,043","209,252","4,360","1,665","2,695",2.41,"46,476"
1914,2012,중랑구,면목2동,"12,019","28,404","14,274","14,130","27,943","14,078","13,865",461,196,265,2.32,"3,024"
1915,2012,중랑구,면목4동,"9,803","22,634","11,230","11,404","22,424","11,150","11,274",210,80,130,2.29,"2,526"
1916,2012,중랑구,면목5동,"6,105","14,407","7,377","7,030","14,247","7,329","6,918",160,48,112,2.33,"1,602"
1917,2012,중랑구,면목7동,"10,673","25,877","12,916","12,961","25,685","12,852","12,833",192,64,128,2.41,"2,898"
1918,2012,중랑구,상봉1동,"9,276","25,826","12,755","13,071","25,590","12,672","12,918",236,83,153,2.76,"2,520"
1919,2012,중랑구,상봉2동,"9,225","18,758","9,549","9,209","18,508","9,441","9,067",250,108,142,2.01,"2,196"
1920,2012,중랑구,중화1동,"8,318","21,787","10,784","11,003","21,482","10,659","10,823",305,125,180,2.58,"2,179"
1921,2012,중랑구,중화2동,"14,498","31,005","16,031","14,974","30,498","15,818","14,680",507,213,294,2.1,"3,766"
1922,2012,중랑구,묵1동,"13,760","36,259","17,803","18,456","36,026","17,713","18,313",233,90,143,2.62,"3,835"
1923,2012,중랑구,묵2동,"8,476","20,267","10,147","10,120","20,138","10,107","10,031",129,40,89,2.38,"2,332"
1924,2012,중랑구,망우3동,"8,298","19,400","9,772","9,628","19,245","9,722","9,523",155,50,105,2.32,"2,180"
1925,2012,중랑구,신내1동,"10,982","32,199","15,892","16,307","32,035","15,820","16,215",164,72,92,2.92,"3,398"
1926,2012,중랑구,신내2동,"9,243","25,181","12,260","12,921","25,098","12,227","12,871",83,33,50,2.72,"2,581"
1927,2012,중랑구,면목본동,"16,197","37,090","18,482","18,608","36,435","18,245","18,190",655,237,418,2.25,"3,986"
1928,2012,중랑구,면목3.8동,"12,759","29,569","14,791","14,778","29,304","14,692","14,612",265,99,166,2.3,"3,467"
1929,2012,중랑구,망우본동,"14,681","34,992","17,645","17,347","34,637","17,518","17,119",355,127,228,2.36,"3,986"
1930,2012,성북구,소계,"197,992","490,639","241,162","249,477","481,857","237,474","244,383","8,782","3,688","5,094",2.43,"58,142"
1931,2012,성북구,돈암1동,"6,215","16,706","8,051","8,655","16,526","7,983","8,543",180,68,112,2.66,"2,021"
1932,2012,성북구,돈암2동,"7,916","23,373","11,268","12,105","23,303","11,241","12,062",70,27,43,2.94,"2,343"
1933,2012,성북구,안암동,"8,905","18,392","9,230","9,162","16,805","8,539","8,266","1,587",691,896,1.89,"1,901"
1934,2012,성북구,보문동,"6,701","14,422","7,123","7,299","14,095","6,996","7,099",327,127,200,2.1,"1,818"
1935,2012,성북구,정릉1동,"7,607","20,659","9,951","10,708","20,259","9,793","10,466",400,158,242,2.66,"2,431"
1936,2012,성북구,정릉2동,"9,496","24,616","12,220","12,396","24,499","12,171","12,328",117,49,68,2.58,"3,108"
1937,2012,성북구,정릉3동,"7,889","18,502","9,251","9,251","17,635","8,839","8,796",867,412,455,2.24,"2,628"
1938,2012,성북구,정릉4동,"10,876","28,171","13,832","14,339","27,950","13,737","14,213",221,95,126,2.57,"3,384"
1939,2012,성북구,길음1동,"12,745","37,394","18,184","19,210","37,153","18,087","19,066",241,97,144,2.92,"3,308"
1940,2012,성북구,길음2동,"9,081","21,138","10,395","10,743","20,909","10,299","10,610",229,96,133,2.3,"2,667"
1941,2012,성북구,월곡1동,"10,994","29,335","14,508","14,827","29,038","14,369","14,669",297,139,158,2.64,"3,302"
1942,2012,성북구,월곡2동,"8,845","21,867","10,746","11,121","21,590","10,621","10,969",277,125,152,2.44,"2,673"
1943,2012,성북구,장위1동,"10,305","26,259","13,015","13,244","25,920","12,893","13,027",339,122,217,2.52,"3,159"
1944,2012,성북구,장위2동,"9,337","22,898","11,535","11,363","22,697","11,454","11,243",201,81,120,2.43,"2,999"
1945,2012,성북구,장위3동,"7,907","19,300","9,877","9,423","19,055","9,786","9,269",245,91,154,2.41,"2,539"
1946,2012,성북구,성북동,"8,654","19,636","9,368","10,268","19,074","9,137","9,937",562,231,331,2.2,"2,810"
1947,2012,성북구,삼선동,"12,642","28,877","14,073","14,804","28,301","13,812","14,489",576,261,315,2.24,"3,463"
1948,2012,성북구,동선동,"8,611","16,982","7,575","9,407","16,433","7,360","9,073",549,215,334,1.91,"2,006"
1949,2012,성북구,종암동,"17,447","43,886","21,789","22,097","43,085","21,475","21,610",801,314,487,2.47,"4,871"
1950,2012,성북구,석관동,"15,819","38,226","19,171","19,055","37,530","18,882","18,648",696,289,407,2.37,"4,711"
1951,2012,강북구,소계,"142,150","346,493","171,099","175,394","343,157","169,866","173,291","3,336","1,233","2,103",2.41,"46,222"
1952,2012,강북구,번1동,"9,723","21,222","10,507","10,715","20,835","10,365","10,470",387,142,245,2.14,"2,620"
1953,2012,강북구,번2동,"7,931","19,877","9,798","10,079","19,783","9,771","10,012",94,27,67,2.49,"2,840"
1954,2012,강북구,번3동,"7,823","21,309","10,323","10,986","21,245","10,307","10,938",64,16,48,2.72,"3,414"
1955,2012,강북구,수유1동,"10,015","23,557","11,822","11,735","23,197","11,694","11,503",360,128,232,2.32,"3,162"
1956,2012,강북구,수유2동,"9,206","23,347","11,534","11,813","23,218","11,503","11,715",129,31,98,2.52,"3,473"
1957,2012,강북구,수유3동,"10,971","24,201","12,017","12,184","23,869","11,882","11,987",332,135,197,2.18,"3,286"
1958,2012,강북구,삼양동,"13,088","31,872","15,898","15,974","31,726","15,847","15,879",146,51,95,2.42,"3,973"
1959,2012,강북구,미아동,"10,534","24,615","12,104","12,511","23,719","11,761","11,958",896,343,553,2.25,"3,124"
1960,2012,강북구,송중동,"14,039","33,998","16,632","17,366","33,722","16,525","17,197",276,107,169,2.4,"4,489"
1961,2012,강북구,송천동,"14,086","32,293","16,146","16,147","32,018","16,024","15,994",275,122,153,2.27,"4,510"
1962,2012,강북구,삼각산동,"11,980","34,542","16,891","17,651","34,484","16,870","17,614",58,21,37,2.88,"2,915"
1963,2012,강북구,우이동,"8,894","21,734","10,761","10,973","21,617","10,716","10,901",117,45,72,2.43,"3,431"
1964,2012,강북구,인수동,"13,860","33,926","16,666","17,260","33,724","16,601","17,123",202,65,137,2.43,"4,985"
1965,2012,도봉구,소계,"138,036","364,454","180,023","184,431","362,270","179,194","183,076","2,184",829,"1,355",2.62,"42,267"
1966,2012,도봉구,쌍문1동,"8,583","22,320","10,917","11,403","22,061","10,836","11,225",259,81,178,2.57,"3,008"
1967,2012,도봉구,쌍문2동,"8,498","21,727","10,676","11,051","21,614","10,636","10,978",113,40,73,2.54,"2,627"
1968,2012,도봉구,쌍문3동,"7,630","18,767","9,171","9,596","18,634","9,127","9,507",133,44,89,2.44,"2,405"
1969,2012,도봉구,쌍문4동,"7,470","21,798","10,548","11,250","21,748","10,526","11,222",50,22,28,2.91,"2,000"
1970,2012,도봉구,방학1동,"12,457","32,448","16,264","16,184","32,165","16,151","16,014",283,113,170,2.58,"3,594"
1971,2012,도봉구,방학2동,"9,762","23,957","12,117","11,840","23,779","12,067","11,712",178,50,128,2.44,"2,927"
1972,2012,도봉구,방학3동,"10,838","32,106","15,791","16,315","32,046","15,769","16,277",60,22,38,2.96,"3,153"
1973,2012,도봉구,창1동,"10,841","28,661","13,982","14,679","28,384","13,851","14,533",277,131,146,2.62,"3,165"
1974,2012,도봉구,창2동,"11,868","31,719","15,693","16,026","31,497","15,578","15,919",222,115,107,2.65,"3,306"
1975,2012,도봉구,창3동,"6,669","16,089","8,100","7,989","16,010","8,075","7,935",79,25,54,2.4,"1,921"
1976,2012,도봉구,창4동,"10,963","30,897","14,979","15,918","30,843","14,964","15,879",54,15,39,2.81,"2,982"
1977,2012,도봉구,창5동,"10,035","27,914","13,716","14,198","27,758","13,650","14,108",156,66,90,2.77,"2,853"
1978,2012,도봉구,도봉1동,"10,495","24,638","12,503","12,135","24,441","12,435","12,006",197,68,129,2.33,"3,952"
1979,2012,도봉구,도봉2동,"11,927","31,413","15,566","15,847","31,290","15,529","15,761",123,37,86,2.62,"4,374"
1980,2012,노원구,소계,"222,959","600,829","293,616","307,213","597,189","292,081","305,108","3,640","1,535","2,105",2.68,"61,218"
1981,2012,노원구,월계1동,"9,382","23,366","11,924","11,442","22,809","11,649","11,160",557,275,282,2.43,"2,800"
1982,2012,노원구,월계2동,"12,253","30,680","14,932","15,748","30,496","14,869","15,627",184,63,121,2.49,"3,858"
1983,2012,노원구,월계3동,"13,474","35,986","17,543","18,443","35,858","17,499","18,359",128,44,84,2.66,"4,002"
1984,2012,노원구,공릉2동,"17,269","47,260","23,543","23,717","46,626","23,267","23,359",634,276,358,2.7,"3,827"
1985,2012,노원구,하계1동,"11,348","30,877","14,972","15,905","30,732","14,893","15,839",145,79,66,2.71,"3,164"
1986,2012,노원구,하계2동,"8,715","25,914","12,608","13,306","25,877","12,594","13,283",37,14,23,2.97,"2,309"
1987,2012,노원구,중계본동,"9,920","30,010","14,778","15,232","29,837","14,704","15,133",173,74,99,3.01,"2,296"
1988,2012,노원구,중계1동,"9,478","30,489","15,004","15,485","30,404","14,963","15,441",85,41,44,3.21,"1,868"
1989,2012,노원구,중계4동,"8,213","22,599","11,063","11,536","22,514","11,032","11,482",85,31,54,2.74,"2,578"
1990,2012,노원구,상계1동,"15,760","44,358","21,908","22,450","44,089","21,799","22,290",269,109,160,2.8,"4,802"
1991,2012,노원구,상계2동,"8,586","22,596","11,185","11,411","22,469","11,133","11,336",127,52,75,2.62,"2,331"
1992,2012,노원구,상계5동,"9,542","24,398","11,950","12,448","24,270","11,898","12,372",128,52,76,2.54,"2,843"
1993,2012,노원구,상계8동,"9,570","27,421","13,206","14,215","27,372","13,196","14,176",49,10,39,2.86,"2,090"
1994,2012,노원구,상계9동,"8,855","24,816","12,038","12,778","24,750","12,017","12,733",66,21,45,2.8,"2,161"
1995,2012,노원구,상계10동,"7,764","20,711","9,762","10,949","20,669","9,751","10,918",42,11,31,2.66,"1,737"
1996,2012,노원구,상계3.4동,"16,215","39,274","19,782","19,492","39,034","19,704","19,330",240,78,162,2.41,"5,691"
1997,2012,노원구,상계6.7동,"14,319","37,203","17,561","19,642","37,026","17,486","19,540",177,75,102,2.59,"3,346"
1998,2012,노원구,중계2.3동,"15,672","42,416","20,031","22,385","42,283","19,972","22,311",133,59,74,2.7,"5,386"
1999,2012,노원구,공릉1동,"16,624","40,455","19,826","20,629","40,074","19,655","20,419",381,171,210,2.41,"4,129"
2000,2012,은평구,소계,"200,502","505,902","248,150","257,752","501,480","246,318","255,162","4,422","1,832","2,590",2.5,"60,776"
2001,2012,은평구,녹번동,"14,562","33,447","16,239","17,208","32,958","16,026","16,932",489,213,276,2.26,"4,443"
2002,2012,은평구,불광1동,"16,690","42,182","20,496","21,686","41,805","20,328","21,477",377,168,209,2.5,"5,178"
2003,2012,은평구,갈현1동,"10,899","26,489","13,063","13,426","26,232","12,973","13,259",257,90,167,2.41,"3,188"
2004,2012,은평구,갈현2동,"11,198","28,903","14,009","14,894","28,629","13,892","14,737",274,117,157,2.56,"3,100"
2005,2012,은평구,구산동,"12,290","34,279","17,558","16,721","34,044","17,466","16,578",235,92,143,2.77,"4,180"
2006,2012,은평구,대조동,"14,049","32,042","15,350","16,692","31,686","15,199","16,487",356,151,205,2.26,"4,067"
2007,2012,은평구,응암1동,"13,366","32,281","15,747","16,534","31,904","15,601","16,303",377,146,231,2.39,"3,815"
2008,2012,은평구,응암2동,"10,766","26,330","13,081","13,249","26,184","13,022","13,162",146,59,87,2.43,"3,185"
2009,2012,은평구,신사1동,"10,864","28,328","13,844","14,484","28,052","13,732","14,320",276,112,164,2.58,"3,157"
2010,2012,은평구,신사2동,"9,005","23,224","11,650","11,574","23,102","11,605","11,497",122,45,77,2.57,"2,556"
2011,2012,은평구,증산동,"8,394","21,269","10,609","10,660","21,109","10,548","10,561",160,61,99,2.51,"2,627"
2012,2012,은평구,수색동,"7,957","19,747","9,909","9,838","19,552","9,839","9,713",195,70,125,2.46,"2,721"
2013,2012,은평구,진관동,"15,941","49,691","23,901","25,790","49,524","23,840","25,684",167,61,106,3.11,"5,086"
2014,2012,은평구,불광2동,"13,241","30,564","15,111","15,453","30,309","15,014","15,295",255,97,158,2.29,"4,146"
2015,2012,은평구,응암3동,"12,160","27,898","13,734","14,164","27,610","13,624","13,986",288,110,178,2.27,"3,854"
2016,2012,은평구,역촌동,"19,120","49,228","23,849","25,379","48,780","23,609","25,171",448,240,208,2.55,"5,473"
2017,2012,서대문구,소계,"135,104","324,733","157,969","166,764","315,113","154,017","161,096","9,620","3,952","5,668",2.33,"42,088"
2018,2012,서대문구,천연동,"8,599","20,457","9,959","10,498","20,223","9,851","10,372",234,108,126,2.35,"2,767"
2019,2012,서대문구,홍제1동,"11,427","27,841","13,424","14,417","27,408","13,228","14,180",433,196,237,2.4,"3,785"
2020,2012,서대문구,홍제3동,"8,346","20,292","9,920","10,372","20,129","9,844","10,285",163,76,87,2.41,"3,076"
2021,2012,서대문구,홍제2동,"6,085","15,927","7,592","8,335","15,772","7,528","8,244",155,64,91,2.59,"2,015"
2022,2012,서대문구,홍은1동,"10,488","26,748","13,099","13,649","26,413","12,949","13,464",335,150,185,2.52,"3,703"
2023,2012,서대문구,홍은2동,"11,972","30,100","14,798","15,302","29,602","14,562","15,040",498,236,262,2.47,"3,859"
2024,2012,서대문구,남가좌1동,"1,843","4,040","2,044","1,996","3,895","1,976","1,919",145,68,77,2.11,660
2025,2012,서대문구,남가좌2동,"12,819","30,972","15,288","15,684","30,459","15,066","15,393",513,222,291,2.38,"4,158"
2026,2012,서대문구,북가좌1동,"6,187","17,067","8,465","8,602","16,927","8,409","8,518",140,56,84,2.74,"1,869"
2027,2012,서대문구,북가좌2동,"13,551","34,308","16,886","17,422","34,085","16,812","17,273",223,74,149,2.52,"4,247"
2028,2012,서대문구,충현동,"9,270","20,749","10,146","10,603","20,136","9,919","10,217",613,227,386,2.17,"2,838"
2029,2012,서대문구,북아현동,"5,008","11,227","5,449","5,778","10,920","5,303","5,617",307,146,161,2.18,"1,459"
2030,2012,서대문구,신촌동,"10,757","21,586","9,756","11,830","18,283","8,616","9,667","3,303","1,140","2,163",1.7,"2,003"
2031,2012,서대문구,연희동,"18,752","43,419","21,143","22,276","40,861","19,954","20,907","2,558","1,189","1,369",2.18,"5,649"
2032,2012,마포구,소계,"166,722","393,576","190,514","203,062","384,644","186,452","198,192","8,932","4,062","4,870",2.31,"44,283"
2033,2012,마포구,용강동,"7,677","19,333","9,299","10,034","19,024","9,124","9,900",309,175,134,2.48,"2,126"
2034,2012,마포구,대흥동,"8,363","15,889","7,661","8,228","14,278","7,057","7,221","1,611",604,"1,007",1.71,"1,890"
2035,2012,마포구,염리동,"8,053","18,047","8,886","9,161","17,453","8,631","8,822",594,255,339,2.17,"2,222"
2036,2012,마포구,신수동,"9,131","22,237","10,973","11,264","21,762","10,745","11,017",475,228,247,2.38,"2,574"
2037,2012,마포구,서교동,"15,724","29,491","13,640","15,851","28,463","13,211","15,252","1,028",429,599,1.81,"3,114"
2038,2012,마포구,합정동,"9,275","20,605","10,040","10,565","20,357","9,919","10,438",248,121,127,2.19,"2,177"
2039,2012,마포구,망원1동,"10,588","24,534","11,953","12,581","24,171","11,792","12,379",363,161,202,2.28,"2,763"
2040,2012,마포구,망원2동,"8,222","21,350","10,382","10,968","21,173","10,321","10,852",177,61,116,2.58,"2,377"
2041,2012,마포구,연남동,"9,087","20,202","9,720","10,482","19,095","9,164","9,931","1,107",556,551,2.1,"2,423"
2042,2012,마포구,성산1동,"9,023","21,372","10,345","11,027","21,060","10,206","10,854",312,139,173,2.33,"2,400"
2043,2012,마포구,성산2동,"15,536","40,975","19,876","21,099","40,789","19,790","20,999",186,86,100,2.63,"4,471"
2044,2012,마포구,상암동,"11,302","33,618","16,502","17,116","33,101","16,237","16,864",517,265,252,2.93,"3,103"
2045,2012,마포구,도화동,"9,370","23,725","11,437","12,288","23,334","11,224","12,110",391,213,178,2.49,"3,125"
2046,2012,마포구,서강동,"11,347","25,616","12,219","13,397","25,113","11,972","13,141",503,247,256,2.21,"2,365"
2047,2012,마포구,공덕동,"15,934","37,138","18,095","19,043","36,530","17,818","18,712",608,277,331,2.29,"4,757"
2048,2012,마포구,아현동,"8,090","19,444","9,486","9,958","18,941","9,241","9,700",503,245,258,2.34,"2,396"
2049,2012,양천구,소계,"181,135","500,533","248,683","251,850","495,911","246,637","249,274","4,622","2,046","2,576",2.74,"43,514"
2050,2012,양천구,목1동,"10,685","33,320","16,252","17,068","33,051","16,107","16,944",269,145,124,3.09,"2,054"
2051,2012,양천구,목2동,"12,272","31,953","15,802","16,151","31,733","15,711","16,022",220,91,129,2.59,"2,724"
2052,2012,양천구,목3동,"9,165","23,230","11,387","11,843","23,078","11,322","11,756",152,65,87,2.52,"2,165"
2053,2012,양천구,목4동,"9,960","28,762","14,350","14,412","28,592","14,286","14,306",170,64,106,2.87,"2,183"
