,동이름,2008.4/4,2009.4/4,2010.4/4,2011.4/4,2012.4/4,2013.4/4,2014.4/4,2015.4/4,2016.4/4,2017.4/4
0,사직동,"10,451","10,464","10,668","10,602","10,477","10,327","10,132","10,033","10,013","9,717"
1,삼청동,"3,801","3,717","3,706","3,590","3,485","3,367","3,268","3,174","3,118","3,097"
2,부암동,"11,933","11,602","11,648","11,596","11,478","11,469","11,356","11,217","11,044","10,726"
3,평창동,"19,757","19,780","19,921","19,996","19,816","19,779","19,595","19,414","19,457","19,163"
4,무악동,"8,693","8,714","8,754","8,635","8,598","8,626","8,445","8,619","8,516","8,375"
5,교남동,"9,407","9,145","9,324","9,250","8,342","5,450","5,005","4,875","4,748","10,363"
6,가회동,"6,044","5,948","5,857","5,686","5,520","5,333","5,214","4,961","4,780","4,657"
7,종로1.2.3.4가동,"8,645","8,575","9,155","9,210","8,984","8,797","8,920","8,786","8,727","8,592"
8,종로5·6가동,"6,839","6,618","6,640","6,501","6,438","6,245","6,069","6,057","5,775","5,690"
9,이화동,"10,495","9,984","9,991","9,820","9,521","9,435","9,312","9,216","8,927","8,752"
10,혜화동,"13,087","12,965","12,996","13,006","19,863","19,582","19,631","20,066","20,405","20,429"
11,명륜3가동,"7,434","7,320","7,221","7,271",,,,,,
12,창신1동,"8,570","8,495","8,664","8,386","7,669","7,237","7,097","6,862","6,590","6,285"
13,창신2동,"12,344","12,113","12,365","12,231","11,984","11,707","11,311","11,040","10,701","10,274"
14,창신3동,"8,739","8,683","8,790","8,644","8,502","8,310","8,091","7,933","7,753","7,526"
15,숭인1동,"7,965","8,131","8,216","8,040","7,692","7,563","7,348","7,232","7,109","6,865"
16,숭인2동,"8,880","9,270","9,554","9,531","9,560","9,944","10,078","9,983","10,148","10,140"
17,청운효자동,"16,670","16,019","15,892","15,424","15,219","14,696","14,472","14,354","14,111","13,606"
18,소공동,"1,730","1,572","1,658","1,726","1,764","1,766","1,895","1,869","2,596","2,787"
19,회현동,"5,271","5,210","6,394","6,485","6,581","6,563","6,505","6,263","6,128","5,953"
20,명동,"3,427","3,508","4,140","4,099","4,113","4,013","3,614","3,521","3,524","3,469"
21,필동,"5,084","5,058","5,241","5,234","4,989","4,878","5,040","5,101","5,120","4,885"
22,장충동,"6,281","6,329","6,200","6,084","6,189","6,296","6,079","5,903","5,845","5,648"
23,광희동,"6,023","6,256","6,813","6,662","6,460","6,107","5,961","5,817","6,031","5,875"
24,을지로동,"1,963","2,045","2,123","2,145","2,074","2,022","1,920","1,854","1,826","1,786"
25,신당1동,"10,376","10,417","10,326","10,026","9,325",,,,,
26,신당2동,"17,277","17,243","17,143","17,007","16,749",,,,,
27,신당3동,"20,277","19,873","19,893","19,742","19,638",,,,,
28,신당4동,"16,607","16,578","16,373","16,147","16,020",,,,,
29,신당5동,"8,725","8,360","8,470","9,683","10,693","10,686","10,788","10,449","10,164","9,830"
30,신당6동,"10,305","9,791","9,804","10,281","12,053",,,,,
31,황학동,"12,270","12,691","13,541","13,464","13,090","13,068","13,186","13,287","13,217","13,095"
32,중림동,"13,195","12,930","13,081","12,782","11,069","9,944","9,562","8,979","8,902","11,575"
33,후암동,"20,808","20,509","20,907","20,746","20,413","20,018","19,683","19,684","19,308","18,846"
34,용산2가동,"14,185","14,076","14,340","14,192","13,810","13,546","13,330","13,106","12,746","12,355"
35,남영동,"7,988","8,025","8,442","8,344","8,213","8,442","8,576","8,643","8,762","8,585"
36,원효로2동,"16,491","16,272","16,436","16,040","15,928","15,811","15,671","15,709","15,512","15,233"
37,효창동,"10,835","10,802","11,532","11,536","11,449","11,392","11,276","9,816","9,566","9,594"
38,용문동,"12,846","13,022","13,603","13,479","13,126","13,034","12,994","13,027","12,862","12,759"
39,이촌1동,"28,897","28,914","28,935","28,617","28,405","28,196","28,007","29,002","29,134","28,960"
40,이촌2동,"10,601","10,492","10,665","10,537","10,367","10,054","9,800","9,663","9,380","9,229"
41,이태원1동,"10,358","10,103","10,685","10,382","9,981","9,644","9,470","9,030","8,806","8,791"
42,이태원2동,"11,637","11,493","11,817","11,826","11,878","11,859","11,550","11,154","11,004","11,014"
43,서빙고동,"11,875","11,820","11,927","14,574","14,456","14,221","14,293","14,342","14,507","14,274"
44,보광동,"19,454","19,281","19,336","18,737","18,361","17,961","17,665","17,289","16,988","16,541"
45,청파동,"24,268","24,553","24,895","24,667","23,948","23,428","22,939","22,366","21,913","21,233"
46,원효로1동,"10,538","10,453","11,254","12,814","12,838","13,004","13,547","14,330","14,717","15,266"
47,한강로동,"15,377","16,394","16,929","16,549","16,548","16,277","16,491","16,424","16,463","18,059"
48,한남동,"24,885","24,991","25,440","26,248","25,573","25,038","24,622","24,324","23,434","23,705"
49,왕십리2동,"19,128","19,265","19,161","17,661","17,423","17,129","16,812","16,540","16,917","18,185"
50,마장동,"26,587","26,406","26,341","26,043","25,783","25,487","25,148","25,060","24,569","24,193"
51,사근동,"12,014","11,800","11,629","11,722","11,699","11,745","12,574","12,947","12,722","12,812"
52,행당1동,"18,438","18,333","18,578","18,298","18,129","17,806","15,553","15,129","14,708","14,387"
53,행당2동,"25,406","24,886","26,060","27,084","27,031","26,767","26,399","26,124","25,748","25,423"
54,응봉동,"17,785","17,738","17,670","17,641","17,579","17,370","17,158","17,019","16,921","16,696"
55,금호1가동,"17,706","16,442","16,218","16,255","16,087","14,823","14,117","13,780","13,419","13,191"
56,금호4가동,"15,846","15,564","15,550","15,204","15,016","15,236","15,004","14,771","14,557","14,452"
57,성수1가1동,"19,368","19,011","19,041","18,940","18,588","18,161","17,774","17,557","17,231","17,676"
58,성수1가2동,"19,703","19,289","19,323","19,047","18,906","18,537","18,111","17,486","17,024","16,413"
59,성수2가1동,"21,151","22,303","22,408","22,061","21,430","20,951","20,532","20,080","19,378","18,783"
60,성수2가3동,"12,427","12,396","12,467","12,282","12,440","12,431","12,434","12,251","12,142","12,056"
61,송정동,"12,470","13,000","13,072","12,952","12,721","12,538","12,292","12,063","12,005","11,987"
62,용답동,"18,218","18,121","18,050","17,995","17,551","17,389","17,358","17,207","17,059","16,687"
63,왕십리도선동,"15,790","13,682","13,504","13,202","13,150","12,993","16,081","20,808","22,878","27,582"
64,금호2.3가동,"23,827","22,804","22,954","20,234","23,248","23,517","23,056","22,962","25,038","24,735"
65,옥수동,"26,815","25,024","24,866","22,146","20,081","23,688","23,487","23,281","24,845","27,453"
66,화양동,"23,695","23,576","24,387","24,238","23,990","24,293","24,269","24,419","24,495","24,610"
67,군자동,"22,500","22,538","22,670","22,314","22,227","22,136","22,189","22,091","22,048","21,980"
68,중곡1동,"17,728","17,705","17,795","17,509","17,244","17,021","16,648","16,526","16,342","16,359"
69,중곡2동,"23,061","23,303","23,207","23,190","23,234","23,156","22,633","22,610","22,877","22,808"
70,중곡3동,"20,223","20,040","19,906","19,391","19,106","18,843","18,475","18,120","17,960","17,992"
71,중곡4동,"32,503","32,046","32,347","32,162","32,281","31,966","31,842","32,041","31,786","31,618"
72,능동,"10,978","10,980","11,173","11,328","11,328","11,331","11,470","11,712","11,648","11,838"
73,구의1동,"24,356","24,067","24,150","23,963","23,547","23,226","23,290","23,510","23,387","23,396"
74,구의2동,"26,785","26,847","27,158","27,274","27,744","27,787","26,479","25,879","25,889","25,936"
75,구의3동,"30,122","30,384","30,611","30,410","30,036","29,808","29,997","30,067","29,789","30,483"
76,광장동,"36,464","35,962","35,801","35,652","37,100","37,493","37,159","36,917","36,613","36,589"
77,자양1동,"26,456","26,697","27,484","27,707","26,164","25,374","24,459","24,151","23,951","24,450"
78,자양2동,"29,398","29,632","29,673","29,497","29,114","28,596","28,520","27,877","27,532","27,727"
79,자양3동,"32,199","32,505","32,717","32,443","32,296","31,929","31,436","31,227","30,555","30,517"
80,자양4동,"30,786","30,231","29,696","29,595","28,858","28,480","28,509","28,033","27,232","25,995"
81,신설동,"9,674",,,,,,,,,
82,제기1동,"13,896",,,,,,,,,
83,제기2동,"16,509",,,,,,,,,
84,전농1동,"11,673","28,948","28,861","27,915","27,251","33,027","31,997","31,254","30,779","29,916"
85,전농3동,"19,561",,,,,,,,,
86,답십리1동,"11,587","19,765","21,399","21,123","20,582","20,294","25,989","26,582","24,846","25,166"
87,답십리2동,"15,755","32,966","32,853","32,629","32,184","31,563","30,027","29,504","30,291","29,722"
88,답십리4동,"15,671",,,,,,,,,
89,장안1동,"19,129","37,532","37,804","38,142","38,129","37,990","37,591","38,017","38,812","39,593"
90,장안2동,"17,943","33,078","33,188","33,121","33,047","32,682","32,673","32,289","31,441","31,447"
91,장안3동,"18,132",,,,,,,,,
92,장안4동,"15,074",,,,,,,,,
93,회기동,"12,024","12,063","12,183","12,673","12,664","12,770","12,627","12,524","12,587","12,521"
94,휘경1동,"18,531","18,601","18,372","18,212","17,724","17,352","17,139","15,501","14,964","14,589"
95,휘경2동,"24,926","24,286","24,411","25,314","26,392","26,133","25,735","25,519","25,467","25,205"
96,이문1동,"15,771","34,890","35,114","34,413","33,770","33,194","32,201","32,433","32,045","31,172"
97,이문2동,"19,898","25,116","24,531","23,888","23,673","23,225","22,857","22,888","22,692","22,454"
98,이문3동,"24,392",,,,,,,,,
99,용두동,"20,226",,,,,,,,,
100,전농2동,"19,356","19,285","20,246","21,688","21,753","21,593","21,387","21,234","20,793","20,436"
101,답십리3동,"15,712",,,,,,,,,
102,청량리동,"26,223","26,104","26,081","25,648","25,438","24,821","24,584","24,019","23,560","23,063"
103,면목2동,"28,980","29,304","29,536","29,071","28,404","28,235","27,936","27,560","27,424","27,057"
104,면목4동,"24,060","23,845","23,804","23,507","22,634","22,236","21,713","22,345","21,957","21,098"
105,면목5동,"15,054","14,898","14,764","14,540","14,407","13,911","13,597","11,607","10,824","10,487"
106,면목7동,"26,961","26,757","26,701","26,336","25,877","25,362","24,860","24,004","23,357","22,707"
107,상봉1동,"26,799","26,542","26,446","26,267","25,826","26,165","26,746","26,320","26,152","25,960"
108,상봉2동,"19,185","19,183","19,006","18,886","18,758","18,605","18,438","18,629","19,050","18,645"
109,중화1동,"22,688","22,452","22,486","22,129","21,787","21,566","21,287","21,283","21,285","21,179"
110,중화2동,"32,887","32,435","32,147","31,747","31,005","30,438","29,665","29,090","28,578","28,723"
111,묵1동,"35,031","34,905","35,076","36,080","36,259","36,370","35,241","34,885","34,516","36,269"
112,묵2동,"20,495","20,627","20,534","20,284","20,267","20,019","19,563","19,613","20,250","20,443"
113,망우3동,"20,457","20,101","19,935","19,719","19,400","19,207","18,789","18,415","18,741","18,757"
114,신내1동,"29,110","28,363","32,769","32,513","32,199","33,301","42,203","42,150","42,023","41,561"
115,신내2동,"26,400","26,232","25,749","25,532","25,181","24,878","24,192","23,913","23,511","23,018"
116,면목본동,"38,781","38,568","37,897","37,519","37,090","37,197","36,584","36,575","36,839","36,780"
117,면목3.8동,"30,908","30,495","30,535","30,005","29,569","29,121","28,695","28,620","28,137","27,685"
118,망우본동,"35,049","34,993","34,917","34,537","34,992","34,626","33,902","33,611","33,033","32,411"
119,돈암1동,"18,036","17,992","17,240","16,891","16,706","16,374","16,324","17,222","17,007","16,745"
120,돈암2동,"24,842","24,638","24,527","24,140","23,373","23,797","23,614","23,722","23,681","25,269"
121,안암동,"18,854","18,628","18,591","18,521","18,392","18,255","18,114","18,022","18,211","17,387"
122,보문동,"17,735","17,413","16,487","14,969","14,422","14,285","15,124","15,018","15,069","17,260"
123,정능1동,"19,272","21,102","21,401",,,,,,,
124,정능2동,"24,725","25,168","25,131",,,,,,,
125,정능3동,"19,240","18,967","18,909",,,,,,,
126,정능4동,"28,254","28,329","28,451",,,,,,,
127,길음1동,"28,909","28,515","36,642","37,481","37,394","37,951","37,987","38,048","37,908","37,797"
128,길음2동,"21,122","20,739","20,628","20,670","21,138","20,815","17,404","16,300","13,173","12,345"
129,월곡1동,"28,117","27,855","29,368","29,408","29,335","29,199","28,822","28,751","28,450","28,161"
130,월곡2동,"22,214","21,956","21,799","21,823","21,867","21,611","21,425","21,483","21,147","20,823"
131,장위1동,"28,276","27,635","27,593","27,060","26,259","25,420","24,380","23,502","22,573","21,336"
132,장위2동,"24,677","24,304","24,159","23,412","22,898","22,150","21,452","20,950","20,533","18,517"
133,장위3동,"19,272","20,573","20,283","19,718","19,300","18,804","17,534","14,165","13,226","12,336"
134,성북동,"20,045","19,947","19,953","19,868","19,636","19,316","18,811","18,536","18,331","17,996"
135,삼선동,"27,430","27,496","27,999","28,027","28,877","28,551","28,368","27,936","27,510","27,082"
136,동선동,"15,633","15,615","16,299","16,641","16,982","16,963","16,727","16,974","16,770","16,614"
137,종암동,"36,870","38,741","43,371","43,981","43,886","43,664","43,444","43,496","43,625","42,926"
138,석관동,"37,896","38,844","38,861","38,932","38,226","37,398","36,699","35,725","35,073","34,628"
139,번1동,"20,389","21,126","21,233","21,171","21,222","21,013","20,643","20,541","20,334","19,912"
140,번2동,"21,171","20,729","20,722","20,196","19,877","19,457","18,927","18,746","18,407","17,937"
141,번3동,"22,334","21,881","21,776","21,515","21,309","21,018","20,636","20,235","19,882","19,314"
142,수유1동,"23,852","23,897","24,012","23,975","23,557","23,300","23,090","22,927","22,844","22,471"
143,수유2동,"23,620","23,969","23,915","23,687","23,347","22,965","22,969","22,644","22,372","22,512"
144,수유3동,"24,437","24,403","24,344","24,260","24,201","24,295","23,971","23,953","24,126","24,223"
145,삼양동,"33,821","33,616","33,296","32,276","31,872","31,165","30,306","30,085","29,747","29,079"
146,미아동,"25,245","25,076","24,967","25,501","24,615","24,116","24,014","23,756","23,591","23,431"
147,송중동,"36,753","36,115","35,907","35,378","33,998","32,963","32,378","31,068","29,310","30,293"
148,송천동,"33,314","32,917","33,145","32,668","32,293","31,507","30,928","30,453","30,536","29,970"
149,삼각산동,"24,635","24,160","30,654","32,396","34,542","35,035","35,020","34,782","34,452","33,834"
150,우이동,"21,864","21,952","22,023","21,819","21,734","21,436","21,717","21,904","22,014","21,897"
151,인수동,"34,319","34,071","34,013","33,898","33,926","33,651","33,811","33,332","33,089","33,129"
152,쌍문1동,"23,732","22,831","22,851","22,720","22,320","22,731","22,623","22,590","22,555","22,326"
153,쌍문2동,"21,781","21,564","21,785","21,951","21,727","21,342","21,222","21,294","21,104","20,627"
154,쌍문3동,"19,091","19,010","18,823","18,832","18,767","18,357","18,180","18,028","17,762","17,482"
155,쌍문4동,"22,231","22,210","22,037","21,937","21,798","21,388","21,269","21,102","20,763","20,480"
156,방학1동,"33,448","33,152","32,894","32,489","32,448","32,130","31,600","31,622","31,371","30,730"
157,방학2동,"25,098","24,813","24,805","24,327","23,957","23,623","22,948","22,631","22,391","22,304"
158,방학3동,"33,088","32,803","32,721","32,518","32,106","31,732","31,235","30,909","30,448","29,784"
159,창1동,"29,892","29,790","29,430","28,945","28,661","28,658","28,196","27,881","27,745","27,347"
160,창2동,"31,937","31,672","31,716","31,831","31,719","31,379","31,211","31,123","31,477","31,758"
161,창3동,"16,805","16,683","16,627","16,166","16,089","15,950","15,865","15,821","15,568","15,338"
162,창4동,"31,630","31,453","31,369","31,280","30,897","30,668","30,170","29,838","29,374","28,899"
163,창5동,"28,917","28,642","28,458","28,106","27,914","27,754","27,348","27,105","26,862","26,457"
164,도봉1동,"26,128","25,469","25,355","25,119","24,638","24,102","23,731","23,526","23,628","23,383"
165,도봉2동,"32,920","32,306","31,863","31,728","31,413","30,795","30,114","29,771","29,224","29,319"
166,월계1동,"19,475","25,472","24,907","24,338","23,366","23,056","22,768","22,875","24,289","24,144"
167,월계2동,"28,070","31,863","31,767","31,251","30,680","30,189","29,551","28,708","26,914","27,306"
168,월계3동,"27,695","37,329","36,853","36,549","35,986","35,551","34,984","34,528","33,919","33,314"
169,월계4동,"20,640",,,,,,,,,
170,공릉2동,"47,194","47,186","46,946","46,907","47,260","46,738","46,120","45,297","44,747","41,895"
171,하계1동,"31,829","31,577","31,414","31,164","30,877","30,548","30,003","29,635","29,914","29,899"
172,하계2동,"26,888","26,563","26,437","26,177","25,914","25,529","25,304","25,078","24,778","24,393"
173,중계본동,"31,418","31,292","31,124","30,614","30,010","29,658","29,161","28,567","28,026","27,449"
174,중계1동,"31,860","31,456","31,221","30,808","30,489","30,571","30,124","29,782","29,363","28,828"
175,중계2동,"18,860",,,,,,,,,
176,중계3동,"25,078",,,,,,,,,
177,중계4동,"24,615","24,155","23,452","22,909","22,599","22,335","22,842","22,707","22,336","22,098"
178,상계1동,"41,126","41,784","44,905","44,746","44,358","44,029","43,376","42,935","42,402","41,695"
179,상계2동,"22,854","22,614","23,283","23,072","22,596","22,574","22,483","22,250","22,171","21,926"
180,상계5동,"25,128","24,809","24,879","24,621","24,398","24,084","23,769","28,084","27,742","27,048"
181,상계8동,"27,556","27,233","27,713","27,476","27,421","26,646","26,207","26,026","25,627","25,143"
182,상계9동,"26,058","25,578","25,479","25,208","24,816","24,552","24,156","23,848","23,300","22,854"
183,상계10동,"21,589","21,296","21,134","20,925","20,711","20,345","20,059","19,709","19,155","17,446"
184,공릉1.3동,"42,041","41,747","41,498",,,,,,,
185,상계3.4동,"42,371","41,778","41,279","40,208","39,274","38,405","37,314","31,990","30,174","27,742"
186,상계6.7동,"38,463","38,039","38,042","37,552","37,203","36,756","36,370","35,872","36,593","36,103"
187,녹번동,"36,907","36,638","36,539","34,158","33,447","32,991","31,163","32,347","33,068","33,053"
188,불광1동,"36,353","35,909","39,064","42,143","42,182","43,220","43,291","42,770","42,833","42,356"
189,갈현1동,"27,489","27,038","27,042","26,913","26,489","26,315","26,023","25,892","25,974","25,591"
190,갈현2동,"27,892","28,040","28,248","28,502","28,903","29,351","29,942","30,309","30,930","30,907"
191,구산동,"33,072","33,507","33,947","34,136","34,279","33,804","33,646","34,330","34,302","33,819"
192,대조동,"31,952","31,659","31,881","31,857","32,042","32,449","32,892","33,327","33,485","33,362"
193,응암1동,"33,993","34,031","33,131","32,647","32,281","32,745","32,588","32,806","27,790","26,400"
194,응암2동,"21,533","20,562","20,155","19,853","26,330","26,769","25,370","23,264","19,972","21,712"
195,신사1동,"27,770","27,841","28,027","28,309","28,328","28,492","28,319","28,541","28,410","28,169"
196,신사2동,"24,642","24,057","23,892","23,684","23,224","22,678","22,288","22,193","22,255","22,210"
197,증산동,"22,327","22,356","22,135","21,597","21,269","20,815","20,496","19,978","19,422","16,924"
198,수색동,"21,189","21,326","20,930","20,375","19,747","19,277","18,780","16,723","16,048","13,830"
199,진관동,"10,841","21,117","41,238","46,424","49,691","51,666","51,981","53,613","53,811","55,569"
200,불광2동,"32,583","32,024","31,351","30,931","30,564","29,948","29,421","29,328","29,881","30,208"
201,응암3동,"28,204","27,834","28,045","27,896","27,898","27,795","27,623","27,254","27,152","26,639"
202,역촌동,"46,617","46,843","47,300","48,925","49,228","49,796","49,420","49,903","50,604","50,453"
203,천연동,"19,132","20,117","20,842","20,578","20,457","20,413","20,278","20,114","19,915","19,365"
204,홍제1동,"29,233","28,628","28,845","28,441","27,841","26,991","26,592","24,438","24,982","24,422"
205,홍제3동,"20,950","20,807","20,908","20,739","20,292","20,054","19,875","19,614","19,418","17,201"
206,홍제2동,"16,325","16,236","16,427","16,301","15,927","15,745","15,540","15,446","15,247","15,009"
207,홍은1동,"29,452","28,672","27,470","27,043","26,748","26,236","25,651","24,842","23,846","23,321"
208,홍은2동,"29,667","30,006","30,380","30,495","30,100","30,330","30,540","30,401","30,606","30,116"
209,남가좌1동,"7,451","4,537","4,729","4,502","4,040","3,893","3,718","11,293","16,929","17,266"
210,남가좌2동,"31,360","31,906","31,921","31,505","30,972","30,514","29,817","27,549","23,539","23,238"
211,북가좌1동,"11,764","10,735","10,756","10,525","17,067","19,872","19,990","19,844","19,873","19,779"
212,북가좌2동,"34,478","35,172","35,394","35,049","34,308","34,234","34,264","34,629","34,804","34,718"
213,충현동,"24,393","24,405","24,370","21,728","20,749","20,555","19,650","19,376","19,212","18,768"
214,북아현동,"20,657","20,349","15,997","11,899","11,227","10,856","10,544","11,154","12,993","17,688"
215,신촌동,"21,301","20,900","21,459","21,565","21,586","21,634","22,027","22,545","23,077","23,309"
216,연희동,"44,568","44,179","44,373","44,159","43,419","42,740","42,375","41,860","41,430","40,828"
217,용강동,"22,337","21,857","21,549","19,656","19,333","19,256","20,293","22,138","22,535","22,525"
218,대흥동,"17,409","17,222","16,181","16,088","15,889","15,791","17,275","15,405","14,223","13,891"
219,염리동,"19,397","19,010","18,908","18,764","18,047","16,539","15,724","16,005","12,033","11,388"
220,신수동,"22,944","23,637","23,859","23,744","22,237","22,161","21,619","20,230","22,093","21,847"
221,서교동,"30,586","30,106","29,760","29,098","29,491","30,169","29,383","28,125","27,798","26,580"
222,합정동,"21,740","21,466","21,507","21,129","20,605","20,332","19,732","19,986","20,272","19,893"
223,망원1동,"25,127","24,909","25,114","24,867","24,534","24,174","23,402","22,751","22,292","21,790"
224,망원2동,"21,578","22,139","21,907","21,729","21,350","21,082","21,071","20,809","20,494","20,017"
225,연남동,"20,823","20,701","20,777","20,471","20,202","20,155","19,753","19,157","18,592","17,803"
226,성산1동,"20,710","20,782","21,019","21,212","21,372","21,430","21,283","21,272","20,838","20,609"
227,성산2동,"41,494","42,047","41,880","41,482","40,975","40,819","40,456","40,265","40,199","40,566"
228,상암동,"21,694","22,958","30,964","33,462","33,618","33,636","33,522","33,875","33,814","33,417"
229,도화동,"23,713","23,704","24,017","23,994","23,725","23,773","23,557","23,403","23,387","23,087"
230,서강동,"26,926","26,881","27,870","25,961","25,616","25,244","26,300","26,655","26,362","26,120"
231,공덕동,"38,445","37,037","36,995","37,330","37,138","37,489","36,760","39,391","39,705","40,669"
232,아현동,"18,318","17,857","18,157","19,640","19,444","19,048","25,700","28,884","26,250","25,581"
233,목1동,"31,997","33,789","33,967","33,607","33,320","33,125","32,783","33,380","32,960","32,698"
234,목2동,"32,320","32,036","32,254","31,845","31,953","31,799","31,155","31,694","31,956","31,988"
235,목3동,"23,772","23,736","23,576","23,386","23,230","23,173","22,878","22,050","22,005","22,212"
236,목4동,"29,626","29,358","29,308","28,949","28,762","28,717","28,311","28,044","27,940","27,596"
237,신월1동,"25,266","25,172","25,458","25,467","25,070","24,718","24,387","23,851","23,328","22,927"
238,신월2동,"23,703","23,343","21,121","20,653","21,114","21,282","23,002","23,422","23,542","23,280"
239,신월3동,"18,552","18,960","19,028","18,728","17,994","17,853","17,528","18,461","18,276","17,649"
240,신월4동,"18,570","18,515","19,324","19,342","19,264","19,566","19,641","19,914","20,009","19,675"
241,신월5동,"15,626","16,216","16,447","16,249","16,378","16,552","16,426","16,490","16,391","16,066"
242,신월6동,"15,576","15,246","14,549","13,488","13,031","12,573","12,251","11,841","7,947","7,078"
243,신월7동,"26,558","26,405","26,488","25,618","25,210","24,782","24,062","23,919","23,493","23,153"
244,신정1동,"25,627","25,398","25,612","22,812","20,503","19,879","19,319","18,979","21,854","21,861"
245,신정2동,"23,446","23,161","23,165","22,895","22,634","22,507","22,077","21,953","21,492","21,261"
246,신정3동,"50,643","49,654","49,366","57,849","58,364","57,667","56,535","55,866","52,998","50,810"
247,신정6동,"28,141","27,787","27,555","27,448","27,115","26,911","26,551","26,375","25,918","25,745"
248,신정7동,"33,992","33,586","34,087","33,578","33,238","32,959","32,499","32,030","31,435","30,787"
249,목5동,"47,681","47,091","46,647","46,119","45,733","45,559","44,760","44,545","43,987","43,749"
250,신정4동,"36,803","37,231","37,271","37,572","37,619","37,312","36,543","36,196","36,314","36,483"
251,염창동,"42,053","42,062","42,912","42,677","42,695","42,600","42,281","42,118","41,116","40,900"
252,등촌1동,"21,644","21,534","21,771","22,275","22,706","23,136","23,068","22,726","23,067","23,531"
253,등촌2동,"23,035","22,729","22,781","22,559","22,254","22,182","21,755","21,706","22,072","22,255"
254,등촌3동,"38,947","38,516","38,157","37,752","37,491","37,093","36,071","35,567","34,962","34,205"
255,화곡본동,"35,965","36,530","36,755","36,839","37,006","37,233","36,587","36,575","36,628","36,640"
256,화곡2동,"20,827","20,864","21,063","20,696","20,661","20,543","20,228","20,246","20,465","20,413"
257,화곡3동,"24,369","24,415","24,305","24,332","24,262","24,247","23,765","23,556","23,190","22,903"
258,화곡4동,"23,060","23,272","23,284","23,299","23,405","23,634","23,188","23,382","23,317","23,141"
259,화곡6동,"24,819","25,045","25,284","25,250","25,446","26,032","25,781","25,778","25,797","25,099"
260,화곡8동,"27,598","27,852","27,888","27,792","27,744","27,811","27,567","27,311","27,232","27,097"
261,가양1동,"22,295","21,706","21,369","21,008","20,676","22,252","23,585","24,996","27,547","32,636"
262,가양2동,"19,040","18,689","18,492","18,230","17,967","17,581","17,098","16,775","16,432","16,246"
263,가양3동,"20,058","19,725","19,459","19,182","18,847","18,583","18,051","17,696","17,289","16,771"
264,발산1동,"32,143","33,731","33,861","33,411","33,268","33,353","39,714","40,424","39,921","39,414"
265,공항동,"22,604","22,311","22,657","22,494","22,421","22,250","21,490","21,088","24,660","28,554"
266,방화1동,"31,993","32,280","31,986","31,373","31,155","30,828","42,282","43,914","46,284","46,694"
267,방화2동,"26,860","26,734","26,583","26,198","26,109","25,955","25,327","25,212","25,035","24,731"
268,방화3동,"28,601","28,362","28,080","27,750","27,479","27,256","26,348","26,257","25,779","25,417"
269,화곡1동,"51,983","52,226","53,298","52,639","52,354","52,933","52,571","53,295","54,425","54,795"
270,우장산동,"45,651","40,613","40,521","40,090","39,848","39,734","44,896","47,069","46,886","46,813"
271,신도림동,"37,004","37,060","37,302","38,114","38,378","38,117","37,807","38,233","38,202","37,861"
272,구로1동,"28,113","28,180","29,950","28,139","23,320","23,013","22,889","22,886","22,645","22,359"
273,구로3동,"27,478","27,835","28,333","28,461","28,948","28,955","28,810","28,449","28,081","27,620"
274,구로4동,"30,807","30,609","30,043","29,767","30,490","30,165","30,153","29,517","28,651","27,538"
275,구로5동,"34,617","34,400","34,048","34,961","35,276","35,303","35,333","34,993","35,068","34,370"
276,고척1동,"27,028","26,660","26,739","26,211","25,668","25,602","25,650","25,646","25,371","24,911"
277,고척2동,"28,644","31,224","31,706","31,593","31,570","31,449","30,807","30,491","30,410","30,206"
278,개봉2동,"36,451","35,862","35,670","35,078","35,133","35,171","34,920","34,765","34,663","34,293"
279,개봉3동,"22,944","22,650","22,474","22,178","22,565","22,483","22,287","22,472","22,262","22,267"
280,오류1동,"21,690","21,580","21,643","21,521","21,578","21,572","21,908","21,999","21,943","21,547"
281,오류2동,"30,236","29,793","29,613","39,146","40,874","41,488","45,858","46,230","45,854","45,505"
282,수궁동,"22,363","24,129","25,688","26,096","25,979","26,087","25,905","25,832","25,920","25,851"
283,가리봉동,"23,248","23,002","23,204","22,884","20,359","19,507","19,630","18,934","17,575","16,207"
284,구로2동,"39,337","38,582","38,654","39,310","39,579","39,064","39,124","38,125","37,072","35,893"
285,개봉1동,"38,736","38,047","37,600","35,449","34,759","34,191","36,050","36,032","35,883","35,131"
286,가산동,"24,428","24,460","25,184","25,138","23,901","23,519","23,961","23,926","23,488","23,274"
287,독산1동,"36,360","37,017","37,956","37,654","35,601","34,673","34,550","34,010","36,800","39,421"
288,독산2동,"24,955","24,749","24,825","24,500","24,050","23,899","23,607","23,644","23,077","22,670"
289,독산3동,"32,516","31,944","32,079","31,867","31,752","31,712","32,007","32,016","31,245","30,584"
290,독산4동,"20,761","20,732","20,676","20,363","20,371","20,096","20,028","19,806","19,158","18,996"
291,시흥1동,"34,516","34,433","34,578","37,177","38,386","38,569","38,688","38,520","38,320","37,640"
292,시흥2동,"26,053","25,839","25,737","25,367","25,237","25,032","24,770","24,445","24,154","23,761"
293,시흥3동,"13,276","12,919","12,924","12,800","12,821","12,985","12,794","12,689","12,255","12,065"
294,시흥4동,"26,257","25,533","25,291","24,781","24,511","24,169","24,126","23,953","23,271","23,203"
